source_url,source_file,rows,error
https://www.oregonlottery.org/wp-content/uploads/2026/01/Commission-January-2026-Approved-financial-statements-November-2025.pdf,data\raw\OR\2026-09-05\d523ed40408cba0c927379c81ccbf29e0f96f6424790c91c61f8366742efc2f4_Commission-January-2026-Approved-financial-statements-November-2025.pdf,1,
https://www.oregonlottery.org/wp-content/uploads/2026/01/Commission-January-2026-Approved-financial-statements-December-2025.pdf,data\raw\OR\2026-09-05\48464bcc22ac77770e0eaf011375d3cbd9bde0d2a1f14b3f573ee6e84874419c_Commission-January-2026-Approved-financial-statements-December-2025.pdf,1,
https://www.oregonlottery.org/wp-content/uploads/2025/12/Commission-December-2025-Draft-financial-statements-November-2025.pdf,data\raw\OR\2026-09-05\bec7ffd00b89a075260dace5374210a740332ecc62c464d12086b83f13ffd870_Commission-December-2025-Draft-financial-statements-November-2025.pdf,1,
https://www.oregonlottery.org/wp-content/uploads/2025/11/Draft-financial-statements-October-2025.pdf,data\raw\OR\2026-09-05\a3fd4a5a8149cbf07680787ef19d35d66012badfc546938c4695e633f4d63c6a_Draft-financial-statements-October-2025.pdf,1,
https://www.oregonlottery.org/wp-content/uploads/2025/10/Draft-financial-statements-July-2025.pdf,data\raw\OR\2026-09-05\f690eeaec882e61a15548921750c648e64926f9a19c75da08adb635b528fba05_Draft-financial-statements-July-2025.pdf,1,
https://www.oregonlottery.org/wp-content/uploads/2025/10/Draft-financial-statements-August-2025.pdf,data\raw\OR\2026-09-05\c6c28256132def89e0c017f844266f70182be7ceea5e3a57a2fadbe191efb03b_Draft-financial-statements-August-2025.pdf,1,
https://www.oregonlottery.org/wp-content/uploads/2025/10/Draft-financial-statements-September-2025.pdf,data\raw\OR\2026-09-05\599c354112709535a13e6581b64c4b40cc43d0aa86b4e03f26fb61beebaff3e1_Draft-financial-statements-September-2025.pdf,1,
https://www.oregonlottery.org/wp-content/uploads/2025/10/Approved-financial-statements-July-2025.pdf,data\raw\OR\2026-09-05\8a3414410e1070079d906c1fc03796dd0fc54f33d3c67c07be1410dc1cb9a73a_Approved-financial-statements-July-2025.pdf,1,
https://www.oregonlottery.org/wp-content/uploads/2025/10/Approved-financial-statements-August-2025.pdf,data\raw\OR\2026-09-05\2e617f8510c5543bb144ae8184ec1df44628441eac8ecd3b144cb96cfe5afe62_Approved-financial-statements-August-2025.pdf,1,
https://www.oregonlottery.org/wp-content/uploads/2025/10/Approved-financial-statements-September-2025.pdf,data\raw\OR\2026-09-05\2d2948838f92b58aef8889fddd36b997889259720c46abf17d95f2c76ead943f_Approved-financial-statements-September-2025.pdf,1,
https://www.oregonlottery.org/wp-content/uploads/2025/09/Commission-September-2025-Draft-financial-statements-August-2025.pdf,data\raw\OR\2026-09-05\2b0eca8c53a28304996a31d93dc96c712333480bc9e3bfd81142d30877456fa4_Commission-September-2025-Draft-financial-statements-August-2025.pdf,1,
